filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
002015.SZ_pro_bar.csv,16,-2.46%,31.25%,21.34%,-13.18%,1.138,0.356
002016.SZ_pro_bar.csv,14,0.63%,42.86%,27.23%,-10.19%,1.57,0.673
002017.SZ_pro_bar.csv,21,4.72%,42.86%,52.51%,-12.94%,3.745,1.605
002019.SZ_pro_bar.csv,18,-0.61%,33.33%,21.60%,-14.62%,1.614,0.538
002020.SZ_pro_bar.csv,27,1.53%,40.74%,22.82%,-12.64%,2.298,0.936
002021.SZ_pro_bar.csv,12,4.13%,75.00%,17.02%,-4.98%,1.344,1.008
002022.SZ_pro_bar.csv,22,11.48%,63.64%,103.03%,-6.77%,5.849,3.722
002023.SZ_pro_bar.csv,17,0.64%,29.41%,37.08%,-8.53%,2.954,0.869
002024.SZ_pro_bar.csv,9,16.83%,66.67%,64.86%,-25.52%,3.289,2.192
002025.SZ_pro_bar.csv,15,3.72%,53.33%,40.05%,-6.13%,2.545,1.357
002026.SZ_pro_bar.csv,9,-0.20%,33.33%,15.46%,-12.87%,1.878,0.626
002027.SZ_pro_bar.csv,24,1.58%,29.17%,48.62%,-8.25%,4.364,1.273
002028.SZ_pro_bar.csv,19,-1.04%,21.05%,14.07%,-11.07%,2.456,0.517
002029.SZ_pro_bar.csv,12,-1.13%,41.67%,4.36%,-14.32%,0.553,0.23
002030.SZ_pro_bar.csv,13,-3.61%,15.38%,4.00%,-8.60%,0.552,0.085
002031.SZ_pro_bar.csv,13,5.11%,61.54%,26.28%,-8.26%,3.152,1.94
002032.SZ_pro_bar.csv,12,0.27%,41.67%,12.03%,-5.60%,1.615,0.673
002033.SZ_pro_bar.csv,21,2.75%,52.38%,34.68%,-18.53%,2.09,1.095
002034.SZ_pro_bar.csv,22,1.74%,36.36%,42.43%,-21.53%,2.649,0.963
002035.SZ_pro_bar.csv,19,5.05%,63.16%,28.39%,-7.94%,2.143,1.354
002036.SZ_pro_bar.csv,17,-5.05%,5.88%,36.73%,-18.33%,4.797,0.282
002037.SZ_pro_bar.csv,16,8.97%,68.75%,112.44%,-4.19%,6.744,4.636
002038.SZ_pro_bar.csv,13,0.13%,46.15%,23.08%,-16.22%,1.217,0.562
002039.SZ_pro_bar.csv,17,1.78%,41.18%,24.72%,-8.79%,2.507,1.032
002040.SZ_pro_bar.csv,10,-3.17%,10.00%,3.35%,-9.18%,0.861,0.086
002041.SZ_pro_bar.csv,14,-1.01%,35.71%,8.00%,-14.07%,1.045,0.373
002042.SZ_pro_bar.csv,14,0.19%,57.14%,9.66%,-11.48%,0.812,0.464
002043.SZ_pro_bar.csv,20,-0.78%,30.00%,51.41%,-12.91%,1.895,0.569
002044.SZ_pro_bar.csv,16,4.77%,37.50%,48.71%,-8.79%,4.445,1.667
002045.SZ_pro_bar.csv,12,5.44%,41.67%,33.75%,-8.22%,3.807,1.586
002046.SZ_pro_bar.csv,11,0.74%,45.45%,22.95%,-12.13%,1.559,0.709
002047.SZ_pro_bar.csv,15,1.62%,46.67%,22.07%,-9.29%,1.892,0.883
002048.SZ_pro_bar.csv,15,-0.09%,33.33%,29.19%,-9.66%,1.942,0.647
002049.SZ_pro_bar.csv,22,-2.12%,36.36%,9.23%,-15.37%,0.679,0.247
002050.SZ_pro_bar.csv,17,7.12%,52.94%,65.62%,-6.71%,3.998,2.117
002051.SZ_pro_bar.csv,11,3.46%,45.45%,26.41%,-3.89%,5.054,2.297
