代码,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,平均盈亏比
301592.SZ_pro_bar,0,None,None,None,None,,
301595.SZ_pro_bar,0,None,None,None,None,,
301596.SZ_pro_bar,0,None,None,None,None,,
301598.SZ_pro_bar,0,None,None,None,None,,
301600.SZ_pro_bar,1,1.11%,100.00%,1.11%,0.00%,1.011,0.169
301601.SZ_pro_bar,0,None,None,None,None,,
301602.SZ_pro_bar,0,None,None,None,None,,
301603.SZ_pro_bar,1,-4.11%,0.00%,-4.11%,-4.11%,0.0,0.0
301606.SZ_pro_bar,0,None,None,None,None,,
301607.SZ_pro_bar,0,None,None,None,None,,
301608.SZ_pro_bar,0,None,None,None,None,,
301611.SZ_pro_bar,0,None,None,None,None,,
301613.SZ_pro_bar,1,17.65%,100.00%,17.65%,0.00%,1.176,0.196
301616.SZ_pro_bar,0,None,None,None,None,,
301617.SZ_pro_bar,0,None,None,None,None,,
301618.SZ_pro_bar,0,None,None,None,None,,
301622.SZ_pro_bar,1,-2.68%,0.00%,-2.68%,-2.68%,0.0,0.0
301626.SZ_pro_bar,0,None,None,None,None,,
301628.SZ_pro_bar,0,None,None,None,None,,
301629.SZ_pro_bar,0,None,None,None,None,,
301630.SZ_pro_bar,0,None,None,None,None,,
301631.SZ_pro_bar,0,None,None,None,None,,
301633.SZ_pro_bar,2,1.57%,50.00%,4.42%,-1.28%,3.462,0.495
301636.SZ_pro_bar,0,None,None,None,None,,
301658.SZ_pro_bar,0,None,None,None,None,,
301662.SZ_pro_bar,0,None,None,None,None,,
301665.SZ_pro_bar,0,None,None,None,None,,
301678.SZ_pro_bar,0,None,None,None,None,,
302132.SZ_pro_bar,2,-4.50%,0.00%,-3.37%,-5.64%,0.0,0.0
430017.BJ_pro_bar,1,-1.86%,0.00%,-1.86%,-1.86%,0.0,0.0
430047.BJ_pro_bar,3,-1.74%,33.33%,1.10%,-5.41%,0.348,0.044
430090.BJ_pro_bar,4,-1.28%,50.00%,7.18%,-8.87%,0.606,0.135
430139.BJ_pro_bar,2,14.46%,50.00%,29.01%,-0.09%,306.052,43.722
430198.BJ_pro_bar,3,-2.64%,0.00%,-1.21%,-4.50%,0.0,0.0
430300.BJ_pro_bar,3,1.60%,33.33%,17.44%,-8.74%,2.762,0.345
430418.BJ_pro_bar,1,-1.60%,0.00%,-1.60%,-1.60%,0.0,0.0
430425.BJ_pro_bar,1,-2.90%,0.00%,-2.90%,-2.90%,0.0,0.0
430476.BJ_pro_bar,3,-2.61%,33.33%,2.59%,-5.72%,0.498,0.062
430478.BJ_pro_bar,0,None,None,None,None,,
430510.BJ_pro_bar,3,-0.73%,33.33%,0.89%,-1.68%,0.578,0.072
430556.BJ_pro_bar,1,-4.16%,0.00%,-4.16%,-4.16%,0.0,0.0
430564.BJ_pro_bar,2,-3.34%,0.00%,-3.21%,-3.46%,0.0,0.0
430685.BJ_pro_bar,2,0.52%,50.00%,2.72%,-1.67%,1.629,0.233
430718.BJ_pro_bar,4,-2.65%,50.00%,2.66%,-12.87%,0.251,0.056
600000.SH_pro_bar,1,0.80%,100.00%,0.80%,0.00%,1.008,0.168
600004.SH_pro_bar,0,None,None,None,None,,
600006.SH_pro_bar,4,0.81%,50.00%,4.91%,-1.91%,2.036,0.452
600007.SH_pro_bar,0,None,None,None,None,,
600008.SH_pro_bar,3,-0.01%,33.33%,0.78%,-0.80%,0.973,0.122
600009.SH_pro_bar,1,-2.34%,0.00%,-2.34%,-2.34%,0.0,0.0
600010.SH_pro_bar,2,-0.88%,0.00%,-0.65%,-1.10%,0.0,0.0
600011.SH_pro_bar,0,None,None,None,None,,
600012.SH_pro_bar,3,-0.31%,33.33%,1.17%,-1.14%,1.116,0.139
600015.SH_pro_bar,1,-1.25%,0.00%,-1.25%,-1.25%,0.0,0.0
600016.SH_pro_bar,2,0.80%,100.00%,1.30%,0.29%,1.008,0.288
600017.SH_pro_bar,4,-0.21%,50.00%,0.66%,-1.88%,0.277,0.062
600018.SH_pro_bar,1,-0.48%,0.00%,-0.48%,-0.48%,0.0,0.0
600019.SH_pro_bar,0,None,None,None,None,,
600020.SH_pro_bar,1,-2.72%,0.00%,-2.72%,-2.72%,0.0,0.0
600021.SH_pro_bar,2,1.82%,50.00%,4.11%,-0.48%,8.566,1.224
600022.SH_pro_bar,0,None,None,None,None,,
600023.SH_pro_bar,0,None,None,None,None,,
600025.SH_pro_bar,0,None,None,None,None,,
600026.SH_pro_bar,1,-2.69%,0.00%,-2.69%,-2.69%,0.0,0.0
600027.SH_pro_bar,2,10.80%,50.00%,23.00%,-1.40%,16.387,2.341
600028.SH_pro_bar,1,-0.48%,0.00%,-0.48%,-0.48%,0.0,0.0
600029.SH_pro_bar,2,-0.44%,0.00%,-0.19%,-0.69%,0.0,0.0
600030.SH_pro_bar,1,-0.53%,0.00%,-0.53%,-0.53%,0.0,0.0
600031.SH_pro_bar,0,None,None,None,None,,
600032.SH_pro_bar,2,-0.59%,50.00%,0.60%,-1.78%,0.339,0.048
600033.SH_pro_bar,1,1.35%,100.00%,1.35%,0.00%,1.013,0.169
600035.SH_pro_bar,1,0.74%,100.00%,0.74%,0.00%,1.007,0.168
600036.SH_pro_bar,0,None,None,None,None,,
600037.SH_pro_bar,1,2.44%,100.00%,2.44%,0.00%,1.024,0.171
600038.SH_pro_bar,1,-0.62%,0.00%,-0.62%,-0.62%,0.0,0.0
600039.SH_pro_bar,3,0.85%,66.67%,2.11%,0.00%,1.013,0.253
600048.SH_pro_bar,0,None,None,None,None,,
600050.SH_pro_bar,1,0.87%,100.00%,0.87%,0.00%,1.009,0.168
600051.SH_pro_bar,5,5.61%,40.00%,30.45%,-2.27%,11.937,2.387
600052.SH_pro_bar,4,-0.32%,50.00%,0.72%,-1.80%,0.443,0.098
600053.SH_pro_bar,2,2.32%,100.00%,4.28%,0.37%,1.023,0.292
600054.SH_pro_bar,4,-1.43%,0.00%,-0.99%,-1.95%,0.0,0.0
600055.SH_pro_bar,2,4.08%,100.00%,5.51%,2.64%,1.041,0.297
600056.SH_pro_bar,1,-1.67%,0.00%,-1.67%,-1.67%,0.0,0.0
600057.SH_pro_bar,0,None,None,None,None,,
600058.SH_pro_bar,2,-4.18%,0.00%,-2.70%,-5.66%,0.0,0.0
600059.SH_pro_bar,2,1.47%,50.00%,3.18%,-0.25%,12.894,1.842
600060.SH_pro_bar,0,None,None,None,None,,
600061.SH_pro_bar,2,-3.18%,0.00%,-1.07%,-5.29%,0.0,0.0
600062.SH_pro_bar,1,-10.64%,0.00%,-10.64%,-10.64%,0.0,0.0
600063.SH_pro_bar,0,None,None,None,None,,
600064.SH_pro_bar,2,0.73%,50.00%,1.61%,-0.15%,10.395,1.485
600066.SH_pro_bar,0,None,None,None,None,,
600067.SH_pro_bar,4,-0.56%,25.00%,0.90%,-1.32%,0.859,0.095
600071.SH_pro_bar,4,-0.29%,25.00%,3.26%,-2.99%,2.214,0.246
600072.SH_pro_bar,0,None,None,None,None,,
600073.SH_pro_bar,0,None,None,None,None,,
600075.SH_pro_bar,3,-1.64%,33.33%,0.46%,-2.78%,0.171,0.021
600076.SH_pro_bar,2,-1.17%,50.00%,1.73%,-4.08%,0.425,0.061
600078.SH_pro_bar,2,-4.26%,0.00%,-1.09%,-7.43%,0.0,0.0
600079.SH_pro_bar,0,None,None,None,None,,
600080.SH_pro_bar,4,-1.33%,0.00%,-0.50%,-2.91%,0.0,0.0
600081.SH_pro_bar,6,2.63%,66.67%,22.12%,-6.25%,1.251,0.455
600082.SH_pro_bar,3,-4.33%,0.00%,0.00%,-9.27%,0.0,0.0
600084.SH_pro_bar,4,-0.82%,75.00%,2.63%,-7.58%,0.188,0.063
600085.SH_pro_bar,0,None,None,None,None,,
600088.SH_pro_bar,2,1.33%,100.00%,1.37%,1.29%,1.013,0.29
600089.SH_pro_bar,0,None,None,None,None,,
600094.SH_pro_bar,1,-3.54%,0.00%,-3.54%,-3.54%,0.0,0.0
600095.SH_pro_bar,6,-0.11%,50.00%,4.08%,-3.10%,0.924,0.252
600096.SH_pro_bar,1,1.32%,100.00%,1.32%,0.00%,1.013,0.169
600097.SH_pro_bar,5,-0.51%,40.00%,4.41%,-4.15%,1.042,0.208
600098.SH_pro_bar,3,5.15%,100.00%,11.69%,0.41%,1.052,0.394
600099.SH_pro_bar,3,-2.70%,0.00%,-0.98%,-4.93%,0.0,0.0
600100.SH_pro_bar,0,None,None,None,None,,
600101.SH_pro_bar,1,2.21%,100.00%,2.21%,0.00%,1.022,0.17
600103.SH_pro_bar,3,0.36%,66.67%,0.54%,0.00%,1.005,0.251
600104.SH_pro_bar,0,None,None,None,None,,
600105.SH_pro_bar,4,-4.46%,25.00%,0.96%,-18.79%,0.051,0.006
600106.SH_pro_bar,3,1.94%,66.67%,5.76%,-1.54%,2.392,0.598
600107.SH_pro_bar,1,0.88%,100.00%,0.88%,0.00%,1.009,0.168
600108.SH_pro_bar,3,-0.49%,33.33%,3.98%,-4.13%,1.463,0.183
600109.SH_pro_bar,2,-0.14%,50.00%,0.20%,-0.47%,0.419,0.06
600110.SH_pro_bar,1,-10.34%,0.00%,-10.34%,-10.34%,0.0,0.0
600111.SH_pro_bar,0,None,None,None,None,,
600113.SH_pro_bar,2,-4.22%,0.00%,-0.82%,-7.62%,0.0,0.0
600114.SH_pro_bar,0,None,None,None,None,,
600115.SH_pro_bar,2,-0.42%,50.00%,0.24%,-1.08%,0.219,0.031
600116.SH_pro_bar,3,2.37%,100.00%,4.10%,0.52%,1.024,0.384
600117.SH_pro_bar,3,-0.30%,33.33%,1.35%,-1.95%,1.206,0.151
600118.SH_pro_bar,4,-1.22%,0.00%,-0.95%,-1.52%,0.0,0.0
600119.SH_pro_bar,1,-2.30%,0.00%,-2.30%,-2.30%,0.0,0.0
600120.SH_pro_bar,2,-0.69%,0.00%,-0.54%,-0.85%,0.0,0.0
600121.SH_pro_bar,5,3.29%,40.00%,13.11%,-1.49%,7.725,1.545
600123.SH_pro_bar,1,3.75%,100.00%,3.75%,0.00%,1.037,0.173
600125.SH_pro_bar,0,None,None,None,None,,
600126.SH_pro_bar,2,3.55%,50.00%,10.65%,-3.56%,2.995,0.428
600127.SH_pro_bar,4,1.09%,75.00%,2.52%,-1.00%,1.787,0.596
600128.SH_pro_bar,3,-0.14%,33.33%,2.44%,-2.39%,1.7,0.212
600129.SH_pro_bar,4,-0.53%,50.00%,5.81%,-7.70%,0.811,0.18
600130.SH_pro_bar,4,3.79%,50.00%,18.14%,-3.39%,3.512,0.78
600131.SH_pro_bar,1,0.11%,100.00%,0.11%,0.00%,1.001,0.167
600132.SH_pro_bar,0,None,None,None,None,,
600133.SH_pro_bar,1,-1.97%,0.00%,-1.97%,-1.97%,0.0,0.0
600135.SH_pro_bar,3,0.05%,66.67%,5.87%,-8.43%,0.508,0.127
600136.SH_pro_bar,0,None,None,None,None,,
600137.SH_pro_bar,0,None,None,None,None,,
600138.SH_pro_bar,3,-0.66%,0.00%,-0.18%,-1.12%,0.0,0.0
600141.SH_pro_bar,0,None,None,None,None,,
600143.SH_pro_bar,2,3.30%,100.00%,6.02%,0.59%,1.033,0.295
600148.SH_pro_bar,3,2.32%,33.33%,8.69%,-1.45%,10.023,1.253
600149.SH_pro_bar,4,-4.62%,0.00%,-1.60%,-8.10%,0.0,0.0
600150.SH_pro_bar,2,-0.36%,0.00%,-0.22%,-0.50%,0.0,0.0
600151.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
600152.SH_pro_bar,0,None,None,None,None,,
600153.SH_pro_bar,2,0.51%,50.00%,2.09%,-1.08%,1.944,0.278
600155.SH_pro_bar,1,-1.61%,0.00%,-1.61%,-1.61%,0.0,0.0
600156.SH_pro_bar,5,-0.27%,20.00%,5.93%,-4.05%,3.248,0.325
600157.SH_pro_bar,2,-1.05%,0.00%,-0.64%,-1.45%,0.0,0.0
600158.SH_pro_bar,3,-1.88%,33.33%,3.49%,-7.04%,0.763,0.095
600159.SH_pro_bar,2,0.80%,50.00%,1.60%,0.00%,1.016,0.145
600160.SH_pro_bar,1,-8.90%,0.00%,-8.90%,-8.90%,0.0,0.0
600161.SH_pro_bar,1,-2.30%,0.00%,-2.30%,-2.30%,0.0,0.0
600162.SH_pro_bar,4,-0.40%,50.00%,2.78%,-5.69%,0.749,0.167
600163.SH_pro_bar,4,-1.36%,0.00%,-0.30%,-2.92%,0.0,0.0
600165.SH_pro_bar,2,2.08%,100.00%,2.70%,1.47%,1.021,0.292
600166.SH_pro_bar,3,-2.84%,33.33%,1.45%,-7.28%,0.291,0.036
600167.SH_pro_bar,1,-1.39%,0.00%,-1.39%,-1.39%,0.0,0.0
600168.SH_pro_bar,3,0.78%,66.67%,3.55%,-1.66%,1.205,0.301
600169.SH_pro_bar,3,-1.68%,0.00%,-0.41%,-4.15%,0.0,0.0
600170.SH_pro_bar,4,-1.80%,0.00%,0.00%,-6.13%,0.0,0.0
600171.SH_pro_bar,1,-0.45%,0.00%,-0.45%,-0.45%,0.0,0.0
600172.SH_pro_bar,3,-4.42%,33.33%,3.05%,-9.43%,0.374,0.047
600173.SH_pro_bar,4,-1.46%,0.00%,0.00%,-2.96%,0.0,0.0
600176.SH_pro_bar,0,None,None,None,None,,
600177.SH_pro_bar,4,0.47%,50.00%,1.98%,-0.98%,2.184,0.485
600178.SH_pro_bar,6,-0.69%,16.67%,10.93%,-9.09%,3.633,0.33
600179.SH_pro_bar,1,-3.90%,0.00%,-3.90%,-3.90%,0.0,0.0
600180.SH_pro_bar,3,-3.45%,0.00%,-1.89%,-5.14%,0.0,0.0
600182.SH_pro_bar,2,0.98%,100.00%,1.05%,0.92%,1.01,0.289
600183.SH_pro_bar,0,None,None,None,None,,
600184.SH_pro_bar,0,None,None,None,None,,
600185.SH_pro_bar,0,None,None,None,None,,
600186.SH_pro_bar,2,3.80%,100.00%,3.91%,3.70%,1.038,0.297
600187.SH_pro_bar,4,-2.55%,25.00%,2.92%,-9.62%,0.667,0.074
600188.SH_pro_bar,1,-1.28%,0.00%,-1.28%,-1.28%,0.0,0.0
600189.SH_pro_bar,5,-0.15%,40.00%,2.95%,-2.08%,1.22,0.244
600190.SH_pro_bar,7,0.03%,42.86%,2.84%,-2.06%,1.057,0.264
600191.SH_pro_bar,3,-1.44%,33.33%,2.95%,-4.09%,0.811,0.101
600192.SH_pro_bar,7,9.73%,57.14%,34.46%,-4.04%,9.408,3.136
600193.SH_pro_bar,1,0.27%,100.00%,0.27%,0.00%,1.003,0.167
600195.SH_pro_bar,0,None,None,None,None,,
600196.SH_pro_bar,0,None,None,None,None,,
600197.SH_pro_bar,1,-1.13%,0.00%,-1.13%,-1.13%,0.0,0.0
600198.SH_pro_bar,4,-6.42%,0.00%,-1.56%,-13.68%,0.0,0.0
600199.SH_pro_bar,2,3.09%,100.00%,4.82%,1.35%,1.031,0.295
600200.SH_pro_bar,1,2.66%,100.00%,2.66%,0.00%,1.027,0.171
600201.SH_pro_bar,1,-0.45%,0.00%,-0.45%,-0.45%,0.0,0.0
600202.SH_pro_bar,3,-5.08%,33.33%,2.62%,-10.96%,0.294,0.037
600203.SH_pro_bar,5,-1.85%,0.00%,-0.25%,-4.94%,0.0,0.0
600206.SH_pro_bar,2,-0.68%,50.00%,3.82%,-5.18%,0.738,0.105
600207.SH_pro_bar,3,-0.56%,33.33%,1.38%,-1.86%,0.905,0.113
600208.SH_pro_bar,3,0.00%,66.67%,2.41%,-3.76%,0.502,0.125
600210.SH_pro_bar,4,1.77%,50.00%,8.72%,-2.56%,2.894,0.643
600211.SH_pro_bar,2,-5.70%,0.00%,-4.67%,-6.74%,0.0,0.0
600212.SH_pro_bar,0,None,None,None,None,,
600215.SH_pro_bar,1,-8.75%,0.00%,-8.75%,-8.75%,0.0,0.0
600216.SH_pro_bar,4,1.85%,25.00%,13.33%,-3.45%,6.729,0.748
600217.SH_pro_bar,0,None,None,None,None,,
600218.SH_pro_bar,0,None,None,None,None,,
600219.SH_pro_bar,2,-0.51%,50.00%,0.96%,-1.98%,0.486,0.069
600221.SH_pro_bar,1,0.66%,100.00%,0.66%,0.00%,1.007,0.168
600222.SH_pro_bar,4,0.37%,25.00%,6.73%,-2.53%,3.843,0.427
600223.SH_pro_bar,4,-0.63%,25.00%,7.82%,-6.00%,2.273,0.253
600226.SH_pro_bar,1,-1.16%,0.00%,-1.16%,-1.16%,0.0,0.0
600227.SH_pro_bar,1,0.00%,0.00%,0.00%,0.00%,1.0,0.0
600228.SH_pro_bar,1,0.13%,100.00%,0.13%,0.00%,1.001,0.167
600229.SH_pro_bar,6,0.15%,50.00%,1.54%,-1.28%,1.268,0.346
600230.SH_pro_bar,1,1.62%,100.00%,1.62%,0.00%,1.016,0.169
600231.SH_pro_bar,3,-0.90%,0.00%,0.00%,-1.77%,0.0,0.0
600232.SH_pro_bar,2,0.06%,50.00%,0.98%,-0.85%,1.151,0.164
600233.SH_pro_bar,0,None,None,None,None,,
600234.SH_pro_bar,2,0.89%,50.00%,3.11%,-1.33%,2.335,0.334
600235.SH_pro_bar,3,-0.53%,33.33%,2.97%,-4.56%,0.65,0.081
600236.SH_pro_bar,3,0.07%,33.33%,1.27%,-0.55%,2.374,0.297
600237.SH_pro_bar,3,-0.18%,33.33%,2.82%,-1.99%,1.68,0.21
600238.SH_pro_bar,1,-12.53%,0.00%,-12.53%,-12.53%,0.0,0.0
600239.SH_pro_bar,4,0.06%,50.00%,1.90%,-2.33%,0.549,0.122
600241.SH_pro_bar,0,None,None,None,None,,
600243.SH_pro_bar,5,-4.75%,20.00%,0.22%,-8.76%,0.037,0.004
600246.SH_pro_bar,3,-3.04%,0.00%,-0.25%,-4.81%,0.0,0.0
600248.SH_pro_bar,4,-0.33%,25.00%,6.40%,-3.49%,2.482,0.276
600249.SH_pro_bar,7,-1.93%,14.29%,3.59%,-6.40%,1.26,0.105
600250.SH_pro_bar,7,-3.33%,28.57%,3.10%,-9.10%,0.35,0.058
600251.SH_pro_bar,2,-3.41%,0.00%,-1.76%,-5.07%,0.0,0.0
600252.SH_pro_bar,0,None,None,None,None,,
600255.SH_pro_bar,1,7.03%,100.00%,7.03%,0.00%,1.07,0.178
600256.SH_pro_bar,1,2.50%,100.00%,2.50%,0.00%,1.025,0.171
600257.SH_pro_bar,2,-3.57%,0.00%,-1.88%,-5.26%,0.0,0.0
600258.SH_pro_bar,2,4.30%,50.00%,12.12%,-3.52%,3.449,0.493
600259.SH_pro_bar,1,-5.84%,0.00%,-5.84%,-5.84%,0.0,0.0
600261.SH_pro_bar,2,-2.81%,0.00%,-1.09%,-4.53%,0.0,0.0
600262.SH_pro_bar,3,-2.19%,33.33%,1.66%,-7.56%,0.404,0.05
600265.SH_pro_bar,1,0.66%,100.00%,0.66%,0.00%,1.007,0.168
600266.SH_pro_bar,1,-2.66%,0.00%,-2.66%,-2.66%,0.0,0.0
600267.SH_pro_bar,3,-1.09%,33.33%,0.63%,-3.89%,0.162,0.02
600268.SH_pro_bar,4,1.32%,50.00%,8.62%,-2.60%,2.026,0.45
600269.SH_pro_bar,2,-0.01%,50.00%,1.00%,-1.02%,0.983,0.14
600271.SH_pro_bar,0,None,None,None,None,,
600272.SH_pro_bar,4,-1.65%,50.00%,0.71%,-5.42%,0.167,0.037
600273.SH_pro_bar,0,None,None,None,None,,
600276.SH_pro_bar,0,None,None,None,None,,
600278.SH_pro_bar,3,-2.38%,0.00%,-0.42%,-5.59%,0.0,0.0
600279.SH_pro_bar,4,0.09%,50.00%,1.90%,-2.48%,1.124,0.25
600280.SH_pro_bar,5,2.50%,60.00%,11.48%,-4.65%,2.01,0.603
600281.SH_pro_bar,3,-1.83%,66.67%,1.29%,-7.02%,0.109,0.027
600282.SH_pro_bar,1,6.27%,100.00%,6.27%,0.00%,1.063,0.177
600283.SH_pro_bar,1,-4.74%,0.00%,-4.74%,-4.74%,0.0,0.0
600284.SH_pro_bar,5,0.02%,40.00%,3.12%,-3.93%,1.523,0.305
600285.SH_pro_bar,1,-2.37%,0.00%,-2.37%,-2.37%,0.0,0.0
600287.SH_pro_bar,0,None,None,None,None,,
600288.SH_pro_bar,1,-0.14%,0.00%,-0.14%,-0.14%,0.0,0.0
600289.SH_pro_bar,5,-2.95%,0.00%,-1.32%,-5.30%,0.0,0.0
600292.SH_pro_bar,0,None,None,None,None,,
600293.SH_pro_bar,2,-1.88%,0.00%,-0.71%,-3.05%,0.0,0.0
600295.SH_pro_bar,2,1.17%,50.00%,5.63%,-3.29%,1.714,0.245
600298.SH_pro_bar,0,None,None,None,None,,
600299.SH_pro_bar,5,-0.52%,40.00%,1.17%,-3.85%,0.591,0.118
600300.SH_pro_bar,6,0.82%,50.00%,7.59%,-3.25%,2.071,0.565
600301.SH_pro_bar,2,-1.75%,50.00%,0.60%,-4.10%,0.148,0.021
600302.SH_pro_bar,6,1.71%,50.00%,12.92%,-3.04%,2.893,0.789
600303.SH_pro_bar,2,3.67%,50.00%,7.74%,-0.40%,19.272,2.753
600305.SH_pro_bar,0,None,None,None,None,,
600307.SH_pro_bar,2,1.65%,50.00%,5.66%,-2.35%,2.406,0.344
600308.SH_pro_bar,1,2.65%,100.00%,2.65%,0.00%,1.027,0.171
600309.SH_pro_bar,0,None,None,None,None,,
600310.SH_pro_bar,5,-0.69%,40.00%,1.96%,-2.62%,0.64,0.128
600312.SH_pro_bar,1,-5.95%,0.00%,-5.95%,-5.95%,0.0,0.0
600313.SH_pro_bar,6,1.27%,50.00%,16.39%,-5.18%,1.677,0.457
600315.SH_pro_bar,0,None,None,None,None,,
600316.SH_pro_bar,1,1.83%,100.00%,1.83%,0.00%,1.018,0.17
600318.SH_pro_bar,2,-4.83%,50.00%,0.33%,-9.99%,0.033,0.005
600319.SH_pro_bar,1,0.73%,100.00%,0.73%,0.00%,1.007,0.168
600320.SH_pro_bar,4,0.18%,50.00%,3.09%,-2.55%,1.161,0.258
600322.SH_pro_bar,1,-1.92%,0.00%,-1.92%,-1.92%,0.0,0.0
600323.SH_pro_bar,1,11.03%,100.00%,11.03%,0.00%,1.11,0.185
600325.SH_pro_bar,2,0.88%,50.00%,1.76%,0.00%,1.018,0.145
600326.SH_pro_bar,1,-2.31%,0.00%,-2.31%,-2.31%,0.0,0.0
600327.SH_pro_bar,6,-0.21%,50.00%,2.86%,-3.95%,0.84,0.229
600328.SH_pro_bar,3,-0.46%,33.33%,2.99%,-2.84%,1.371,0.171
600329.SH_pro_bar,0,None,None,None,None,,
600330.SH_pro_bar,0,None,None,None,None,,
600331.SH_pro_bar,1,3.07%,100.00%,3.07%,0.00%,1.031,0.172
600332.SH_pro_bar,2,0.19%,50.00%,2.49%,-2.11%,1.181,0.169
600333.SH_pro_bar,5,1.17%,60.00%,9.44%,-4.84%,1.281,0.384
600335.SH_pro_bar,3,1.00%,66.67%,3.88%,-1.23%,1.718,0.43
600336.SH_pro_bar,6,0.41%,66.67%,2.45%,-1.64%,1.161,0.422
600337.SH_pro_bar,2,1.72%,50.00%,12.37%,-8.93%,1.386,0.198
600338.SH_pro_bar,0,None,None,None,None,,
600339.SH_pro_bar,1,-3.41%,0.00%,-3.41%,-3.41%,0.0,0.0
600340.SH_pro_bar,1,-1.95%,0.00%,-1.95%,-1.95%,0.0,0.0
600343.SH_pro_bar,3,0.36%,66.67%,3.51%,-3.60%,0.652,0.163
600345.SH_pro_bar,3,1.22%,33.33%,6.80%,-2.26%,4.314,0.539
600346.SH_pro_bar,0,None,None,None,None,,
600348.SH_pro_bar,5,0.22%,40.00%,9.80%,-9.49%,1.112,0.222
600350.SH_pro_bar,3,0.13%,33.33%,1.45%,-1.06%,1.362,0.17
600351.SH_pro_bar,1,2.79%,100.00%,2.79%,0.00%,1.028,0.171
600352.SH_pro_bar,0,None,None,None,None,,
600353.SH_pro_bar,5,-0.28%,60.00%,3.26%,-7.38%,0.552,0.165
600354.SH_pro_bar,3,-6.31%,0.00%,-1.65%,-12.19%,0.0,0.0
600355.SH_pro_bar,3,-1.06%,0.00%,0.00%,-2.11%,0.0,0.0
600356.SH_pro_bar,3,2.47%,100.00%,3.54%,1.29%,1.025,0.384
600358.SH_pro_bar,2,-2.06%,0.00%,-1.52%,-2.61%,0.0,0.0
600359.SH_pro_bar,3,1.30%,33.33%,8.91%,-2.59%,3.554,0.444
600360.SH_pro_bar,2,2.46%,100.00%,4.79%,0.12%,1.025,0.293
600361.SH_pro_bar,3,0.87%,33.33%,4.13%,-1.29%,5.44,0.68
600362.SH_pro_bar,1,6.87%,100.00%,6.87%,0.00%,1.069,0.178
600363.SH_pro_bar,3,3.88%,66.67%,9.51%,-0.73%,8.491,2.123
600365.SH_pro_bar,2,-0.82%,50.00%,3.27%,-4.91%,0.665,0.095
600366.SH_pro_bar,2,2.62%,100.00%,4.30%,0.94%,1.026,0.293
600367.SH_pro_bar,6,0.68%,50.00%,3.62%,-3.11%,1.889,0.515
600368.SH_pro_bar,5,-0.60%,20.00%,1.30%,-2.67%,0.913,0.091
600369.SH_pro_bar,3,-0.37%,33.33%,0.88%,-1.20%,0.878,0.11
600370.SH_pro_bar,3,-0.14%,66.67%,0.78%,-1.97%,0.396,0.099
600371.SH_pro_bar,3,3.11%,100.00%,5.18%,1.27%,1.031,0.387
600372.SH_pro_bar,2,-0.96%,0.00%,-0.79%,-1.13%,0.0,0.0
600373.SH_pro_bar,1,1.53%,100.00%,1.53%,0.00%,1.015,0.169
600375.SH_pro_bar,1,3.36%,100.00%,3.36%,0.00%,1.034,0.172
600376.SH_pro_bar,1,-4.02%,0.00%,-4.02%,-4.02%,0.0,0.0
600377.SH_pro_bar,0,None,None,None,None,,
600378.SH_pro_bar,1,0.76%,100.00%,0.76%,0.00%,1.008,0.168
600379.SH_pro_bar,3,-0.48%,33.33%,6.22%,-5.84%,1.621,0.203
600380.SH_pro_bar,2,0.39%,50.00%,1.55%,-0.76%,2.026,0.289
600381.SH_pro_bar,6,2.78%,50.00%,14.17%,-2.72%,4.552,1.241
600382.SH_pro_bar,2,-0.78%,0.00%,-0.55%,-1.00%,0.0,0.0
600383.SH_pro_bar,0,None,None,None,None,,
600386.SH_pro_bar,1,4.65%,100.00%,4.65%,0.00%,1.047,0.174
600388.SH_pro_bar,0,None,None,None,None,,
600389.SH_pro_bar,0,None,None,None,None,,
600390.SH_pro_bar,3,-0.34%,33.33%,1.60%,-1.38%,1.224,0.153
600391.SH_pro_bar,2,4.93%,50.00%,10.51%,-0.65%,16.136,2.305
600392.SH_pro_bar,0,None,None,None,None,,
600395.SH_pro_bar,0,None,None,None,None,,
600396.SH_pro_bar,4,-1.79%,25.00%,1.46%,-3.94%,0.508,0.056
600397.SH_pro_bar,1,-0.39%,0.00%,-0.39%,-0.39%,0.0,0.0
600398.SH_pro_bar,2,-1.22%,0.00%,-0.16%,-2.27%,0.0,0.0
600399.SH_pro_bar,0,None,None,None,None,,
600400.SH_pro_bar,2,-1.38%,0.00%,-0.75%,-2.01%,0.0,0.0
600403.SH_pro_bar,4,-0.64%,25.00%,2.18%,-2.88%,1.381,0.153
600405.SH_pro_bar,7,0.21%,57.14%,5.01%,-6.54%,0.849,0.283
600406.SH_pro_bar,1,-2.36%,0.00%,-2.36%,-2.36%,0.0,0.0
600408.SH_pro_bar,6,-3.33%,0.00%,0.00%,-8.58%,0.0,0.0
600409.SH_pro_bar,1,8.75%,100.00%,8.75%,0.00%,1.088,0.181
600410.SH_pro_bar,1,-4.65%,0.00%,-4.65%,-4.65%,0.0,0.0
600415.SH_pro_bar,0,None,None,None,None,,
600416.SH_pro_bar,1,8.63%,100.00%,8.63%,0.00%,1.086,0.181
600418.SH_pro_bar,3,-0.75%,33.33%,0.92%,-2.93%,0.585,0.073
